3394212,42.008935,-88.169474,129900.0,2013,1.0,3,NA,UNKNOWN,NONE,1000.0,5340.0,Chicago,Streamwood,Gifford Street High School,128534.0671207171
3691897,41.994071,-87.65464,124900.0,2014,1.0,1,1960,1960,NONE,850.0,6048.0,Chicago,Chicago,Senn High School,130346.98989259664
4378384,41.943586,-88.077853,280000.0,2013,2.0,3,1973,1970,NONE,1878.0,6969.0,Chicago,Bloomingdale,Glenbard East High School,263417.31766351755
4721479,41.723438,-88.322708,159900.0,2013,2.0,3,1992,1990,NONE,1566.0,6969.0,Chicago,Montgomery,Oswego East High School,155981.15697682727
5083494,42.162251,-88.295685,154900.0,2014,2.0,3,NA,UNKNOWN,NONE,1600.0,7317.5,Chicago,Algonquin,Dundee-Crown High School,148832.48428941073
63693761,41.996143,-87.661362,210000.0,2014,1.0,2,2014,2010,NONE,1100.0,6943.0,Chicago,Chicago,Senn High School,212703.78217056082
80830515,41.914875,-87.717575,87000.0,2014,1.0,1,1930,1930,NONE,700.0,1153.5,Chicago,Chicago,North-Grand High School,114282.97713874548
31073199,40.794601,-73.681541,875000.0,2014,3.0,3,1937,1930,NONE,1453.0,8580.0,New York City,Manhasset,NONE,774895.6983640485
31251219,40.653511,-73.700211,379900.0,2014,1.0,3,1970,1970,1988,1225.0,6120.0,New York City,Valley Stream,NONE,368024.7450355997
32630957,40.716088,-73.34989,374000.0,2014,4.0,5,NA,UNKNOWN,NONE,3399.11475,9150.0,New York City,West Babylon,NONE,381033.2955103517
32656110,41.033677,-71.954702,587000.0,2013,2.0,3,1927,1920,NONE,1774.0,12408.0,New York City,Montauk,NONE,678229.2449372752
39152422,40.354586,-74.580938,469000.0,2013,2.5,4,1981,1980,NONE,1840.0,16978.7352,New York City,Plainsboro Township,NONE,456346.8717141489
39225161,40.170288,-74.017217,595000.0,2013,3.0,4,1992,1990,NONE,2373.0,10841.5,New York City,Belmar,NONE,573028.8029112605
39370307,40.141076,-74.02813,1149581.946,2014,2.5,3,NA,UNKNOWN,NONE,2254.0,10506.89528,New York City,Spring Lake,NONE,1079591.8118096464
39886981,40.51703,-74.650352,462500.0,2013,2.5,4,1989,1980,NONE,1775.0,8581.0,New York City,Hillsborough,NONE,453213.4465550407
55547399,40.330614,-74.449503,324000.0,2014,2.0,2,1996,1990,NONE,1791.0,8276.0,New York City,Monroe Township,Monroe Twp High School,340322.6968513115
66521784,41.005651,-73.659665,229900.0,2013,1.0,1,1988,1980,NONE,800.0,436.0,New York City,Port Chester,NONE,232433.84254372463
82170575,40.747143,-74.035103,295000.0,2014,1.0,2,NA,UNKNOWN,NONE,574.0,2090.0,New York City,Hoboken,NONE,308490.3472070255
19994865,34.138437,-118.503776,1199000.0,2013,2.5,4,1966,1960,NONE,2892.0,10846.0,Los Angeles,Los Angeles,Birmingham Community Charter High School,1140135.295569396
20122743,34.23104,-118.403804,319000.0,2013,2.0,3,1948,1940,NONE,1412.0,6969.0,Los Angeles,Los Angeles,John H. Francis Polytechnic,343417.184411847
20459370,34.027062,-118.422608,1247607.9,2014,5.0,5,2013,2010,NONE,3452.60475,6440.0,Los Angeles,Los Angeles,Venice Senior High School,1239485.6031363693
20886143,34.157171,-118.066926,1247607.9,2013,5.0,3,1936,1930,NONE,1814.0,12791.8728,Los Angeles,Sierra Madre,Pasadena High School,1185987.5821313872
21199125,33.791835,-118.161665,195999.0,2013,1.0,1,1975,1970,NONE,700.0,12791.8728,Los Angeles,Signal Hill,Wilson High School,217907.00393213466
21531323,34.104094,-117.794836,324900.0,2013,3.0,2,1994,1990,NONE,1516.0,871.0,Los Angeles,San Dimas,San Dimas High School,353644.9828243686
25322770,33.792513,-117.907341,519000.0,2014,2.0,4,1968,1960,NONE,2005.0,5663.0,Los Angeles,Anaheim,Garden Grove High School,479039.72305556375
25398875,33.874816,-117.764648,529900.0,2014,2.0,2,1978,1970,NONE,1471.0,5663.0,Los Angeles,Anaheim,Esperanza High School,474601.3111792726
25743302,33.57415,-117.702881,239000.0,2014,1.0,1,1980,1980,NONE,700.0,1000.0,Los Angeles,Laguna Hills,NONE,248468.9581551355
68978380,34.653186,-118.247089,243000.0,2011,4.0,5,2005,2000,NONE,3043.0,10375.0,Los Angeles,Lancaster,Quartz Hill High School,255326.4405265304
26746701,32.846333,-96.702494,299900.0,2013,2.0,3,1960,1960,NONE,2274.0,12196.0,Dallas,Dallas,Bryan Adams High School,284293.1339341633
26695373,32.824251,-96.775286,394900.0,2013,2.0,3,1930,1930,NONE,1625.0,7405.0,Dallas,Dallas,Woodrow Wilson High School,375150.8586759519
28937479,32.687846,-97.06992,116500.0,2014,2.0,3,1983,1980,NONE,1726.0,8276.0,Dallas,Arlington,Sam Houston High School,115197.88919571218
29257173,32.884235,-97.249813,115000.0,2014,2.0,3,1987,1980,NONE,1407.0,6446.0,Dallas,Watauga,Central High School,115973.83511875881
29254408,32.581929,-97.094098,225000.0,2014,2.0,3,1993,1990,NONE,2128.0,8929.0,Dallas,Mansfield,Mansfield High School,219309.54905955217
53413066,32.600677,-96.923087,139999.0,2013,2.5,4,2000,2000,NONE,2467.0,9753.0,Dallas,Cedar Hill,NONE,155768.7647158977
67636565,32.349334,-96.810437,249900.0,2010,2.0,3,1997,1990,NONE,3020.0,15276.58067,Dallas,Waxahachie,Waxahachie High School,243896.34845337746
78832687,33.107584,-96.106803,119900.0,2013,2.0,4,1965,1960,NONE,2471.0,11325.0,Dallas,Greenville,Greenville High School,138661.28180007872
83726015,33.309457,-96.541385,134900.0,2013,2.0,3,2006,2000,NONE,1500.0,6534.0,Dallas,Melissa,Melissa High School,137046.29489899892
