3632724,41.970313,-87.794388,339000.0,2014,2.5,3,NA,UNKNOWN,NONE,1970.0,7544.0,Chicago,Chicago,Taft High School,336758.5464072099
3908129,41.749176,-87.907035,315000.0,2014,2.0,2,1989,1980,NONE,2100.0,9227.5,Chicago,Burr Ridge,Lyons Twp High School,308449.26625970274
4549909,41.741879,-88.135919,389900.0,2010,4.0,4,1973,1970,NONE,2600.0,10127.5,Chicago,Naperville,Naperville Central High School,393711.4250274282
4801688,42.348219,-87.976454,325000.0,2008,3.0,5,1984,1980,NONE,2847.0,15472.04295,Chicago,Gages Lake,Warren Township High School,323643.4318212789
54533641,41.964637,-87.655204,250000.0,2009,2.0,2,NA,UNKNOWN,NONE,1200.0,8058.0,Chicago,Chicago,Senn High School,236461.73503308592
70480137,41.557485,-87.771288,107900.0,2014,2.0,2,2004,2000,NONE,1572.0,7187.0,Chicago,Tinley Park,Rich Central Campus High School,109046.4099713706
89990936,41.253405,-88.508625,184900.0,2014,1.5,3,NA,UNKNOWN,NONE,1610.0,15472.04295,Chicago,Verona,NONE,225081.45421311338
30789039,40.6109,-73.90987,519000.0,2014,1.5,3,1960,1960,NONE,612.0,6821.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,500302.50177660026
31523532,40.77909,-73.985275,925000.0,2015,1.0,1,1930,1930,NONE,750.0,3898.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,868853.9781758505
32372811,40.544585,-74.218905,399900.0,2011,2.5,3,1996,1990,NONE,2161.0,2374.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,389939.34779018763
37855781,40.880451,-74.028066,299999.0,2014,2.0,3,1920,1920,NONE,1316.0,4791.0,New York City,Bogota,NONE,292749.81824484107
38947128,40.789344,-74.003757,149000.0,2014,1.0,2,NA,UNKNOWN,NONE,680.0,7091.5,New York City,West New York,NONE,173944.20604025645
39386307,40.122905,-74.066583,389000.0,2013,2.0,4,1930,1930,NONE,1550.0,8123.5,New York City,Wall Township,NONE,385180.727007501
39673139,39.95609,-74.342619,135500.0,2013,2.0,2,1980,1980,NONE,1219.0,8276.0,New York City,Manchester,NONE,126853.4170426523
52679140,40.08472,-74.135271,249000.0,2014,2.0,3,1980,1980,NONE,1528.0,8894.0,New York City,Brick,NONE,228333.27682761877
64494810,40.115163,-74.045675,919000.0,2014,3.0,5,2003,2000,NONE,3700.0,14430.47844,New York City,Manasquan,Manasquan High School,920899.6764622962
79500649,40.783664,-73.974861,645000.0,2014,1.0,1,1900,1900,NONE,625.0,6555.5,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,668023.3731086715
108626003,40.722027,-74.039028,795000.0,2014,2.0,2,2007,2000,NONE,1686.0,12502.0,New York City,Jersey City,Harrison High School,737768.3172419462
19990692,34.136351,-118.483561,1247607.9,2013,3.0,4,1956,1950,NONE,3094.0,12414.0,Los Angeles,Los Angeles,Van Nuys Senior High School,1250966.564084893
20278336,34.65939,-118.230314,234000.0,2013,3.0,5,1989,1980,NONE,2344.0,11369.0,Los Angeles,Lancaster,Quartz Hill High School,240289.0405339171
20715404,34.06167,-118.142005,558000.0,2013,2.0,3,1950,1950,NONE,1309.0,8276.0,Los Angeles,Alhambra,Alhambra High School,570430.7031755882
21042497,33.913341,-118.17203,365000.0,2013,2.0,4,1950,1950,NONE,1417.0,6882.0,Los Angeles,Paramount,Buena Vista High School,392291.07805755315
21406769,33.890476,-118.082155,259000.0,2013,2.0,2,1965,1960,NONE,988.0,2184.0,Los Angeles,Norwalk,John H. Glenn High School,258778.15593355164
25127092,33.842236,-117.905743,499990.0,2014,2.0,3,1946,1940,NONE,1400.0,5575.0,Los Angeles,Anaheim,Anaheim High School,457772.6894404207
25410096,33.843642,-117.848927,595000.0,2014,2.0,4,1965,1960,NONE,2093.0,7405.0,Los Angeles,Orange,Villa Park High School,587256.1827814565
25622345,33.618812,-117.641811,389000.0,2013,2.0,2,1974,1970,NONE,1107.0,3049.0,Los Angeles,Mission Viejo,Capistrano Valley High School,401177.55491992214
59274981,34.148965,-118.368915,499000.0,2014,3.0,2,2000,2000,NONE,1711.0,8432.0,Los Angeles,Los Angeles,North Hollywood Senior High School,531041.3419901408
26644825,33.041736,-96.708311,169000.0,2013,3.0,4,1989,1980,NONE,2016.0,3920.0,Dallas,Plano,Clark High School,174504.54877973584
26858306,32.867963,-96.695774,324900.0,2014,3.0,4,1971,1970,NONE,2509.0,7422.5,Dallas,Dallas,Lake Highlands High School,327323.72061332373
27025135,32.864571,-96.571538,179900.0,2013,2.5,3,1986,1980,NONE,2028.0,11804.0,Dallas,Garland,Garland High School,162038.05211739245
29099075,32.847961,-97.150751,139900.0,2013,2.0,3,1965,1960,NONE,1630.0,9147.0,Dallas,Bedford,NONE,137055.25436784732
29236469,32.600442,-97.106543,149000.0,2012,2.0,3,1993,1990,NONE,1848.0,12632.0,Dallas,Mansfield,Mansfield High School,146105.9788799819
53072219,33.057529,-96.757368,221500.0,2013,3.0,3,1984,1980,NONE,2333.0,8276.0,Dallas,Plano,Plano Senior High School,217321.7041761687
60215722,33.045747,-97.032001,217900.0,2014,2.5,4,2002,2000,NONE,3076.0,5227.0,Dallas,Lewisville,Learning Center,226897.91104448124
69672260,32.669072,-97.018894,149900.0,2013,2.0,3,2005,2000,NONE,1773.0,7840.0,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,143744.21468751988
83800275,32.936291,-97.217637,415000.0,2013,3.0,4,2009,2000,NONE,4531.12212,9016.0,Dallas,Keller,Keller High School,399770.44479126664
