3356457,42.079638,-87.788654,480000.0,2014,2.0,3,1961,1960,NONE,1560.0,9215.0,Chicago,Glenview,NONE,452931.84635110473
3668000,41.946891,-87.704787,319000.0,2013,2.0,3,1910,1910,NONE,2100.0,5640.5,Chicago,Chicago,Schurz High School,317053.8832739245
4203216,41.566497,-87.888259,123000.0,2014,2.0,2,1998,1990,NONE,1331.5,7099.5,Chicago,Orland Park,Carl Sandburg High School,126289.36687757271
4579618,41.782622,-88.024733,249800.0,2014,2.5,4,NA,UNKNOWN,NONE,2445.0,13677.5,Chicago,Downers Grove,Community H S Dist 99 - South High School,240813.37849430076
5034807,42.317779,-88.567711,258500.0,2015,2.0,3,1989,1980,NONE,2250.0,10476.0,Chicago,Marengo,NONE,246091.89906258168
63393221,42.165514,-88.449065,204900.0,2014,2.0,2,2003,2000,NONE,1678.0,6812.0,Chicago,Huntley,NONE,187083.85099273824
73395707,41.568365,-87.467115,106900.0,2013,1.0,3,1958,1950,NONE,957.0,14200.0,Chicago,Highland,NONE,129066.69618271299
30747634,40.590455,-73.959015,529000.0,2014,2.0,2,1930,1930,NONE,1200.0,8297.5,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,535068.2299435686
31133234,40.778774,-73.469978,419000.0,2014,2.0,3,1955,1950,NONE,1407.0,6500.0,New York City,Plainview,Plainview Old Bethpage Jfk High School,416978.7859818981
32308995,40.605585,-74.160425,469000.0,2014,2.0,3,1980,1980,1980,1900.0,2400.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,419491.6545585846
32698628,40.853086,-73.244572,378900.0,2013,2.0,3,1961,1960,NONE,1672.5,10890.0,New York City,Smithtown,NONE,380883.8548306649
38044338,40.924716,-73.956983,1149581.946,2014,5.0,5,2000,2000,NONE,3799.53315,14300.0,New York City,Tenafly,NONE,1109994.9858986821
39544462,40.046307,-74.078001,369900.0,2013,1.5,3,1957,1950,NONE,1152.0,4791.0,New York City,Brick,NONE,323061.34370126727
39477499,40.875998,-74.373181,209000.0,2013,1.5,3,1963,1960,NONE,1215.0,7404.5,New York City,Parsippany-Troy Hills Township,NONE,251460.55939975078
39801873,41.188791,-74.361425,249999.0,2012,2.0,3,1980,1980,NONE,1800.0,5793.0,New York City,Hewitt,NONE,213419.4676561687
59649273,40.72838,-73.211063,599000.0,2014,2.0,3,1900,1900,NONE,2966.0,16978.7352,New York City,Islip,NONE,520090.75681375794
64532069,40.545663,-74.282383,154900.0,2014,1.0,0,1981,1980,NONE,520.0,4900.0,New York City,Woodbridge Township,NONE,173483.74396068515
79977577,40.70546,-74.017167,595000.0,2014,1.0,0,1930,1930,NONE,460.0,5444.5,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,622739.8811274918
19865760,34.213199,-118.648994,769000.0,2013,3.0,4,1986,1980,NONE,2714.0,7361.0,Los Angeles,Los Angeles,El Camino Real Senior High School,764682.4432528035
20162715,34.261641,-118.602445,500000.0,2014,2.0,5,1961,1960,NONE,1900.0,7840.0,Los Angeles,Los Angeles,Chatsworth Charter High School,477594.7460222737
20449927,33.990931,-118.451154,1050000.0,2014,1.0,2,1948,1940,NONE,946.0,5597.0,Los Angeles,Los Angeles,Venice Senior High School,1069308.3380559145
20807327,34.111842,-118.325712,1247607.9,2014,5.0,4,1927,1920,2011,3452.60475,5971.0,Los Angeles,Los Angeles,Hollywood Senior High School,1225067.571528278
21261322,33.863072,-118.275062,375000.0,2014,2.0,3,1964,1960,NONE,2052.0,5161.0,Los Angeles,Carson,Carson Senior High School,390773.49184661254
21589293,34.129309,-117.986219,349000.0,2013,2.0,3,1949,1940,NONE,1120.0,7013.0,Los Angeles,Duarte,NONE,349585.51014110516
25365825,33.94405,-117.909461,720000.0,2014,2.0,3,1992,1990,NONE,2160.0,7143.0,Los Angeles,Brea,Brea Canyon High (Continuation) School,668041.9795500791
25539492,33.615384,-117.686276,619000.0,2014,2.5,4,1977,1970,NONE,2124.0,3049.0,Los Angeles,Mission Viejo,NONE,642661.5770190016
25741002,33.838787,-117.953545,329000.0,2014,2.0,2,1984,1980,NONE,1050.0,1045.0,Los Angeles,Anaheim,Savanna High School,314214.904639221
63119078,33.5545,-117.646278,299900.0,2014,2.0,1,2003,2000,NONE,1000.0,1001.0,Los Angeles,Ladera Ranch,San Juan Hills High School,324322.18634532124
26789036,32.875054,-96.847572,210000.0,2014,2.0,4,1951,1950,NONE,1568.0,7753.0,Dallas,Dallas,W T White High School,201789.3122347962
26851434,32.871638,-96.686455,159900.0,2014,2.0,3,1972,1970,NONE,1198.0,15276.58067,Dallas,Dallas,Emmett J Conrad High School,141665.4417133442
28878131,32.739986,-97.813258,134000.0,2013,2.0,3,1987,1980,NONE,1596.0,9583.0,Dallas,Weatherford,Weatherford High School,119945.60088314835
