3302755,42.105512,-87.993386,679000.0,2012,2.0,4,2005,2000,NONE,3713.0,10626.5,Chicago,Arlington Heights,John Hersey High School,654785.5037293249
3648626,41.961675,-87.76593,349900.0,2013,2.0,3,2013,2010,NONE,1690.0,6809.0,Chicago,Chicago,Schurz High School,357634.04961163085
4179875,41.633257,-87.910406,259900.0,2014,2.0,3,1977,1970,NONE,1549.0,6925.5,Chicago,Orland Park,Carl Sandburg High School,246950.29230861302
4548106,41.750838,-88.108853,747230.4,2014,3.0,4,1993,1990,NONE,4005.61455,15472.04295,Chicago,Naperville,Naperville North High School,648461.4766601817
5008118,42.437503,-88.628481,169900.0,2013,2.5,3,1999,1990,NONE,1800.0,7187.0,Chicago,Harvard,NONE,157105.73171779438
60263592,41.952034,-87.660774,409500.0,2014,2.0,2,2000,2000,NONE,1500.0,6251.0,Chicago,Chicago,Lake View High School,413316.77171765064
70430087,41.662686,-87.98867,439900.0,2014,3.0,5,2005,2000,NONE,3035.0,9800.5,Chicago,Lemont,Lemont Twp High School,404566.47009604704
30708652,40.607885,-73.993465,799000.0,2014,2.5,3,NA,UNKNOWN,NONE,1800.0,2800.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,737856.4604914212
31144378,40.805053,-73.481052,669000.0,2010,3.5,5,1966,1960,2010,3000.0,7796.5,New York City,Woodbury,NONE,678338.4912832265
32295944,40.636084,-74.13148,339000.0,2014,3.0,4,1920,1920,NONE,1188.0,5967.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,333097.18365597853
32663808,40.973505,-72.185104,650000.0,2014,1.0,1,NA,UNKNOWN,NONE,600.0,10890.0,New York City,East Hampton,East Hampton High School,651593.947010289
37970524,40.940048,-74.022755,379000.0,2014,1.5,4,1940,1940,NONE,1436.5,74.0,New York City,New Milford,NONE,375825.90072924015
39530204,39.966605,-74.262967,80000.0,2013,1.0,2,NA,UNKNOWN,NONE,1124.0,6316.0,New York City,Holiday City-Berkeley,Central Regional High School,107281.44062003486
