3261620,42.11615,-88.069679,649000.0,2013,3.5,5,1997,1990,2009,4005.61455,11325.0,Chicago,Palatine,Wm Fremd High School,650326.9818959
3719767,41.939777,-87.64215,234900.0,2014,1.0,2,1913,1910,NONE,1000.0,6317.0,Chicago,Chicago,Lake View High School,217631.9760723014
3974595,41.743817,-87.717456,99900.0,2013,2.0,2,1949,1940,NONE,1170.0,4195.0,Chicago,Chicago,Bogan High School,117788.85701289715
4505954,41.787252,-88.154462,71000.0,2014,1.0,1,1980,1980,NONE,796.0,7481.0,Chicago,Naperville,Naperville North High School,120355.7835931754
5046560,42.254188,-88.289064,287500.0,2013,3.5,4,1998,1990,NONE,2768.0,9040.0,Chicago,Crystal Lake,Prairie Ridge High School,286302.4153697336
60203203,41.893802,-87.628364,209000.0,2013,1.0,1,NA,UNKNOWN,NONE,871.0,4834.5,Chicago,Chicago,Wells Community Academy High School,190476.80788823916
69071101,41.774781,-88.082966,85000.0,2013,1.0,1,1970,1970,NONE,750.0,5031.0,Chicago,Lisle,Community H S Dist 99 - North High School,117532.47192096246
29819634,40.860524,-73.85181,475000.0,2014,2.0,3,1955,1950,NONE,1435.5,3746.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,443784.73099473433
31492486,40.708504,-74.018127,469000.0,2014,1.0,1,1988,1980,NONE,673.0,6272.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,465692.32894163625
32322037,40.60398,-74.076069,499900.0,2014,3.0,3,2000,2000,NONE,1809.0,2500.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,500063.7690385709
37865984,40.978661,-73.941149,599000.0,2011,3.0,4,1970,1970,NONE,2450.0,8493.5,New York City,Closter,NONE,659713.4827683228
37946193,40.870606,-74.084808,359900.0,2009,2.0,3,1960,1960,2008,1458.5,5000.0,New York City,Lodi,NONE,336665.2680943435
39092894,40.578563,-74.508849,269000.0,2014,2.0,3,1955,1950,NONE,1709.0,16978.7352,New York City,Middlesex,NONE,266518.999137131
39384611,40.178792,-74.0681,315000.0,2013,2.0,2,NA,UNKNOWN,NONE,1114.5,7198.5,New York City,Wall Township,NONE,329394.66242529254
39665259,39.996197,-74.263466,269900.0,2013,2.0,3,1986,1980,NONE,1652.0,8485.0,New York City,Manchester,NONE,238366.39721258858
55638316,40.626747,-74.562093,915000.0,2013,3.0,4,2002,2000,NONE,3422.0,16978.7352,New York City,Warren,Watchung Hills Reg High School,834799.4690673405
61907328,40.394089,-74.143477,419000.0,2013,2.5,3,2002,2000,NONE,1712.0,6228.5,New York City,Middletown,NONE,386144.34741371986
72535483,40.816326,-73.96006,369000.0,2013,1.0,1,NA,UNKNOWN,NONE,695.0,7429.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,378223.94865347916
63115567,33.535899,-117.625923,530000.0,2013,3.0,4,NA,UNKNOWN,NONE,2662.0,12791.8728,Los Angeles,San Juan Capistrano,San Juan Hills High School,570914.5031610886
20036407,34.208695,-118.346753,439900.0,2014,1.0,2,1941,1940,2008,860.0,7049.0,Los Angeles,Los Angeles,NONE,451454.7338392573
20382645,33.976074,-118.399259,799000.0,2013,3.0,4,1950,1950,NONE,2019.0,6000.0,Los Angeles,Los Angeles,Westchester Enriched Sciences Magnets,803020.0277172521
20946571,33.963895,-118.277339,433000.0,2014,3.0,4,1964,1960,NONE,3119.0,5445.0,Los Angeles,Los Angeles,John C. Fremont Senior High School,475119.467243589
21092380,33.957507,-118.114289,549000.0,2014,3.0,4,1927,1920,NONE,2127.0,8581.0,Los Angeles,Downey,Warren High School,530104.7137048742
21478233,34.017054,-117.935439,328800.0,2013,1.0,3,1956,1950,NONE,1438.0,6098.0,Los Angeles,La Puente,Nogales High School,332292.8945978768
25200565,33.722085,-117.979223,625000.0,2014,2.0,3,1960,1960,NONE,1500.0,6970.0,Los Angeles,Huntington Beach,Ocean View High School,631522.2346358162
25463204,33.656955,-117.93812,569900.0,2013,2.0,3,1956,1950,NONE,1044.0,6098.0,Los Angeles,Costa Mesa,Estancia High School,576600.0152775388
25541927,33.605938,-117.698691,724999.0,2013,2.5,4,1980,1980,NONE,2845.0,4792.0,Los Angeles,Laguna Hills,NONE,710510.5936627766
59731077,33.560875,-117.647789,459900.0,2014,2.5,3,2002,2000,NONE,1471.0,1000.0,Los Angeles,Ladera Ranch,Tesoro High School,458708.3803624049
26666192,33.033061,-96.736218,390000.0,2013,3.0,4,1999,1990,NONE,3502.0,9583.0,Dallas,Plano,Plano Senior High School,386098.1376687676
26868656,32.891087,-96.740436,490073.43,2014,3.0,4,1977,1970,NONE,3248.0,12467.39528,Dallas,Dallas,Lake Highlands High School,471801.5082160821
27142815,32.772478,-96.584735,93000.0,2013,2.0,3,1984,1980,NONE,1570.0,5227.0,Dallas,Mesquite,Mesquite High School,98508.22638532353
29163069,32.724368,-97.164333,169900.0,2014,2.0,3,1966,1960,NONE,2419.0,10454.0,Dallas,Arlington,Arlington High School,159773.14911931645
29141761,32.659127,-97.39487,139900.0,2014,3.0,4,1959,1950,NONE,2780.0,9371.0,Dallas,Fort Worth,Southwest High School,141097.5797651086
55172787,32.994241,-96.865924,122000.0,2013,2.0,2,1984,1980,NONE,1182.0,3484.0,Dallas,Dallas,Smith High School,129611.37434977757
60347060,32.79112,-96.860169,144000.0,2014,2.0,3,2002,2000,NONE,1714.0,6534.0,Dallas,Dallas,L G Pinkston High School,139058.13492668775
70556396,32.693678,-97.457544,175000.0,2013,2.0,3,2004,2000,NONE,1773.0,7840.0,Dallas,Benbrook,Western Hills High School,168161.34962065483
83731841,33.228537,-96.778475,429950.0,2014,3.0,4,2005,2000,NONE,3762.0,15246.0,Dallas,Prosper,NONE,423109.0489554959
