3329076,42.151714,-87.807663,415000.0,2014,2.0,2,1979,1970,NONE,2500.0,8058.0,Chicago,Northbrook,NONE,400017.3442985096
3736159,41.917545,-87.655884,649000.0,2014,3.0,3,1993,1990,NONE,2500.0,7840.5,Chicago,Chicago,Lincoln Park High School,612446.7903924017
4155016,41.692493,-87.606628,189990.0,2013,2.0,4,1875,1870,2005,1745.0,4188.0,Chicago,Chicago,Corliss High School,189500.33947556218
4589177,41.75191,-87.945974,239900.0,2014,2.0,3,1949,1940,NONE,1612.0,8276.0,Chicago,Willowbrook,NONE,218322.28593344567
4911307,42.173421,-87.854564,459000.0,2013,2.5,3,1949,1940,2006,2058.0,6250.0,Chicago,Deerfield,Deerfield High School,434720.5450575579
58372308,41.604438,-87.797866,119900.0,2014,2.0,2,1980,1980,NONE,1100.0,5706.0,Chicago,Orland Park,Carl Sandburg High School,120578.369894221
72089475,42.578861,-87.94319,285000.0,2013,3.0,3,2005,2000,NONE,3372.0,10890.0,Chicago,Kenosha,Indian Trail High School and Academy,280705.3416296143
29814099,40.845485,-73.857175,349000.0,2013,1.0,2,1935,1930,NONE,2425.0,100.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,382009.73390386254
31534796,40.764549,-73.964752,720000.0,2013,1.0,0,1985,1980,NONE,600.0,6823.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,688569.5903246514
31947743,40.77772,-73.919665,849000.0,2015,2.0,4,1930,1930,NONE,1520.0,2000.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,746424.8582458878
37965879,41.049388,-74.020484,479000.0,2014,3.0,4,1955,1950,NONE,2678.0,7165.5,New York City,Montvale,NONE,454631.62215090496
37966541,41.045777,-74.022628,519000.0,2008,2.0,4,1950,1950,NONE,2041.0,8493.5,New York City,Montvale,NONE,478613.9548278041
39394888,40.898461,-74.392395,379900.0,2013,2.5,3,1956,1950,NONE,1807.5,13503.0,New York City,Boonton,Boonton High School,387620.3960401766
39309861,40.348575,-74.317942,315000.0,2013,2.5,4,1967,1960,NONE,2049.0,16978.7352,New York City,Morganville,Marlboro High School,324833.2741524502
39969526,41.17804,-74.666331,299000.0,2013,2.0,3,1998,1990,NONE,1395.5,7187.0,New York City,Branchville,High Point Regional High School,273189.5552442248
53471050,40.625392,-74.904932,449900.0,2012,3.0,4,2000,2000,NONE,2611.0,16978.7352,New York City,Clinton Township,NONE,443042.10628924257
67077974,40.745353,-74.031255,549000.0,2013,2.0,2,NA,UNKNOWN,NONE,950.0,958.0,New York City,Hoboken,NONE,505516.6516336495
79737399,40.727474,-73.848609,325000.0,2013,1.0,2,1950,1950,NONE,816.5,5379.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,290954.1867666531
19915085,34.20392,-118.537706,329950.0,2013,2.0,4,1930,1930,NONE,1187.0,7840.0,Los Angeles,Los Angeles,Reseda Senior High School,351523.01650933165
20068399,34.320273,-118.434562,420000.0,2013,2.0,2,1957,1950,NONE,1562.0,12791.8728,Los Angeles,Los Angeles,Sylmar Senior High School,394611.8946567611
20396192,33.919762,-118.420318,1247607.9,2013,2.0,3,1930,1930,NONE,1570.0,5662.0,Los Angeles,El Segundo,NONE,1083942.4962253696
20800718,34.113154,-118.389121,999999.0,2013,3.5,3,1950,1950,NONE,1089.0,8712.0,Los Angeles,Los Angeles,North Hollywood Senior High School,1068043.872795682
21314436,33.719368,-118.299587,465000.0,2013,1.0,3,1954,1950,NONE,1147.0,10454.0,Los Angeles,Los Angeles,San Pedro Senior High School,458871.60295913415
21534186,34.087733,-117.822898,625000.0,2013,2.5,4,1979,1970,NONE,2389.0,9844.0,Los Angeles,San Dimas,San Dimas High School,609857.892779062
25213370,33.626602,-117.899679,1247607.9,2014,2.0,3,1958,1950,NONE,1881.0,7840.0,Los Angeles,Newport Beach,Newport Harbor High School,1160204.596479243
25560842,33.516187,-117.664717,425000.0,2013,2.0,4,1971,1970,NONE,1740.5,4356.0,Los Angeles,San Juan Capistrano,San Juan Hills High School,433836.9816884602
25609055,33.588451,-117.656224,1049000.0,2014,4.0,4,1993,1990,NONE,3282.0,5000.0,Los Angeles,Mission Viejo,Capistrano Valley High School,1023568.7038351196
65398972,33.953305,-118.333124,389000.0,2013,3.0,3,2005,2000,NONE,1713.0,3049.0,Los Angeles,Inglewood,Morningside High School,396612.5220249503
26678430,32.801949,-96.766459,490073.43,2013,3.5,4,1920,1920,NONE,4522.0,15276.58067,Dallas,Dallas,Woodrow Wilson High School,475071.0226156641
26944644,32.963251,-96.896531,117870.0,2013,2.0,3,1969,1960,NONE,1193.0,8276.0,Dallas,Carrollton,Smith High School,121032.59353367369
27115625,32.849185,-96.932631,365000.0,2014,3.0,4,2000,2000,NONE,2558.0,6185.0,Dallas,Irving,MacArthur High School,373113.6301478997
29216250,32.657889,-97.105225,117000.0,2014,2.0,3,1985,1980,NONE,1176.0,8058.0,Dallas,Arlington,Seguin High School,120630.33882232444
