3375880,42.067579,-87.710056,747230.4,2014,3.5,4,1923,1920,NONE,3376.61475,15472.04295,Chicago,Evanston,Evanston Twp High School,658184.7030158788
3754097,41.882353,-87.893884,168900.0,2015,2.0,4,1961,1960,NONE,964.0,5092.0,Chicago,Bellwood,NONE,166360.4052467469
4323982,41.537248,-87.587365,147000.0,2013,3.0,3,1978,1970,NONE,1400.0,7555.0,Chicago,Glenwood,NONE,139934.05663421785
4712277,41.751258,-88.374326,149900.0,2008,1.0,1,1960,1960,NONE,863.0,4818.0,Chicago,Aurora,West Aurora High School,127776.82924787862
5088025,42.209436,-88.231755,154000.0,2013,2.0,3,1952,1950,NONE,1170.0,6978.5,Chicago,Cary,Cary-Grove Community High School,149175.8526727643
63695199,41.943122,-87.664253,625000.0,2011,3.0,3,2002,2000,NONE,2500.0,6250.0,Chicago,Chicago,Lake View High School,577411.0916674939
80833799,41.990615,-87.66294,139900.0,2014,1.0,1,NA,UNKNOWN,2005,900.0,6532.0,Chicago,Chicago,Senn High School,134022.96691872558
31103516,40.771274,-73.637702,489000.0,2013,1.5,3,1947,1940,NONE,1282.5,8000.0,New York City,Albertson,Wheatley School,477094.28176345536
31247515,40.644268,-73.652658,449000.0,2008,2.0,3,1922,1920,NONE,1454.0,7649.0,New York City,Oceanside,School 7 Oceanside Senior High School,424072.7604390547
31976901,40.732239,-73.866919,425000.0,2014,2.0,2,1987,1980,NONE,881.0,6054.5,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,406050.8281491838
38647003,40.752673,-74.219196,124900.0,2013,2.0,4,1990,1990,NONE,1852.0,6098.0,New York City,East Orange,NONE,165718.67378711578
39154086,40.327638,-74.564145,215000.0,2014,2.0,2,1986,1980,NONE,1132.0,5312.0,New York City,Plainsboro Township,NONE,198398.8070563082
39589894,39.970349,-74.197597,359000.0,2013,2.5,4,1985,1980,NONE,2240.0,10454.0,New York City,Toms River,NONE,344928.7438010395
39675914,39.94305,-74.382095,77500.0,2013,1.0,2,1981,1980,NONE,1148.0,6403.0,New York City,Manchester,NONE,100485.08543597892
39894608,40.488868,-74.605259,349900.0,2014,2.0,3,1959,1950,2013,1600.0,16978.7352,New York City,Hillsborough,NONE,343179.45142621914
59469854,40.91976,-72.894141,199900.0,2013,1.0,2,1975,1970,NONE,1200.0,6425.5,New York City,Ridge,NONE,184964.6866378243
66526597,40.932873,-73.824296,1149581.946,2013,4.0,5,1957,1950,NONE,3757.0,10990.0,New York City,Bronxville,Bronxville High School,1121299.6798909071
82784597,40.766453,-73.95867,1149581.946,2013,3.0,5,1963,1960,NONE,2012.0,7862.0,New York City,New York,Queens High School Of Teaching Liberal Arts And Sc,1038062.9311954821
19978176,34.174645,-118.506978,549900.0,2009,2.0,4,1955,1950,NONE,1470.0,6011.0,Los Angeles,Los Angeles,Reseda Senior High School,537989.3911897003
20155835,34.293308,-118.56728,739000.0,2013,3.0,4,1989,1980,NONE,2814.0,5227.0,Los Angeles,Los Angeles,Chatsworth Charter High School,700588.2290912593
20465094,34.04559,-118.45436,519000.0,2015,2.0,3,1977,1970,NONE,1037.0,710.0,Los Angeles,Los Angeles,University Senior High School,507053.68739397335
21066295,33.941566,-118.118026,555000.0,2014,2.0,3,1948,1940,NONE,1894.0,6403.0,Los Angeles,Downey,Downey High School,563892.3397232194
